Lease Number,Current Expiration Date,Lease Initial Effective Date,Location Code,Lease ANSI Rentable Sqft,Lease Usable Sqft,Lse Structured Parking Spaces,Lse Surface Parking Spaces,Lease Annual Rent Amount,Lease Responsibility,Lessor Name,Lessor In-Care-Of,Lessor Address 1,Lessor Address 2,Lessor Country,Lessor State,Lessor Zip Code,Lessor County,Lessor City              
LFL59128,28-Feb-2020,01-Mar-2010,FL3332,2340.000000,2000.000000,0,6,95308.200000,LESSOR,"KINGSTONE FAMILY LTD PARTNERSHIP","","8240 EXCHANGE DRIVE","SUITE CLOUD 9","US",FL,32809-9166,"ORANGE","ORLANDO"
LFL59831,30-Jun-2020,01-Jul-2010,FL3333,60112.000000,60112.000000,0,22,1157156.000000,LESSOR,"BJS FAMILY PARTNERSHIP,LTD","","5300 BROKEN SOUND BOULEVARD","SUITE 110B","US",FL,33487-3519,"PALM BEACH","BOCA RATON"
LFL50012,31-May-2020,01-Jun-2010,FL3336,5750.000000,5000.000000,0,11,107750.000000,LESSOR,"COMMERCE PROPERTIES INTL,INC.","","317 RIVEREDGE BLVD.,SUITE 100","","US",FL,32992-7985,"BREVARD","COCOA"
LFL58836,11-Aug-2020,12-Aug-2010,FL3337,49420.000000,47774.000000,66,178,1532020.000000,LESSOR,"PROCACCI ORLANDO,LLC","","925 SOUTH FEDERAL HIGHWAY,SUITE 400","","US",FL,33432-6122,"PALM BEACH","BOCA RATON"
LFL50830,31-Aug-2020,01-Sep-2010,FL3338,853.000000,739.000000,0,1,21930.630000,LESSOR,"SUNTRUST BANK","ATTN; ASSET MANAGEMENT","200 S ORANGE AVE,MC 2032","","US",FL,32801-3410,"ORANGE","ORLANDO"
LFL47875,07-Oct-2020,08-Oct-2010,FL3344,14960.000000,13008.000000,0,65,597124.310000,LESSOR,"R&S PORT ST. LUCIE,LLC","","362 SW ATWATER WAY","","US",FL,32340-0000,"MADISON","MADISON"
LGA59040,31-Dec-2010,01-Sep-2009,GA0131,6579.000000,6579.000000,0,3,99320.020000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LGA50011,30-Sep-2014,01-Oct-2009,GA0131,16640.000000,16640.000000,0,13,153920.000000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LGA59191,30-Sep-2014,01-Oct-2009,GA0147,2459.000000,2459.000000,0,26,19111.350000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LGA34033,30-Sep-2023,15-Jun-1996,GA1007,1487565.000000,1193537.000000,1590,0,33152578.760000,LESSOR,"DOWNTOWN DEVELOPMENT AUTHORITY","OF THE CITY OF ATLANTA","SUITE 1650","230 PEACHTREE ST","US",GA,30303-0000,"FULTON","ATLANTA"
LGA36040,30-Dec-2017,31-Dec-1997,GA1009,51141.000000,44470.000000,10,0,2679161.690000,LESSOR,"GARBER-SUGARMAN,LLC","","3280 HOWELL MILL RD.","SUITE 221","US",GA,30327-4100,"FULTON","ATLANTA"
LGA39019,31-Oct-2010,01-Sep-1999,GA2004,52923.000000,47390.000000,0,0,1101892.880000,LESSOR,"DRA CRT CHAMBLEE CENTER LLC","C/O DRA ADVISOR","220 EAST 42ND STREET,27TH STREET","","US",NY,10017-5806,"NEW YORK","NEW YORK-MANHATTAN"
LGA39005,31-Oct-2010,01-Nov-1998,GA2005,6930.000000,6600.000000,0,4,103950.000000,LESSOR,"LAVISTA OFFICE PARK,LLC","","19241 BIRMINGHAM HWY","","US",GA,30004-0000,"FULTON","ALPHARETTA"
LGA38088,07-Dec-2015,30-Nov-1998,GA2006,1089.000000,947.000000,0,0,16834.980000,LESSOR,"J.S. ROBINSON,JR.","COLDWELL BANKER/EBERHARDT AND BARRY","990 RIVERSIDE DRIVE","","US",GA,31201-0000,"BIBB","MACON"
LGA39017,31-Jul-2012,25-Jan-1999,GA2009,23162.000000,21847.000000,0,12,493182.640000,LESSOR,"SNAPFINGER TECH ASSOCIATES,L. P.","BRANNEN,GODDARD-SNAPFINGER TECH LP","3390 PEACHTREE RD.,NE,SUITE 1200","","US",GA,30326-2821,"DE KALB","ATLANTA"
LGA39109,30-Apr-2011,01-May-1999,GA2014,35343.000000,32042.000000,0,100,717132.610000,LESSOR,"DRA CRT CHAMBLEE CENTER LLC","DRA ADVISOR","220 E. 42ND STREET","","US",NY,10017-0000,"NEW YORK","NEW YORK-MANHATTAN"
LGA29078,27-Sep-2012,28-Sep-1990,GA2019,14973.000000,13020.000000,0,4,223079.230000,LESSOR,"FOUNTATION PROPERTIES,INC.","DR. LON MARLOWE","4225 UNIVERSITY AVENUE","","US",GA,31907-0000,"MUSCOGEE","COLUMBUS"
LGA47137,31-Oct-2018,01-Nov-2008,GA2021,4376.000000,3740.000000,0,0,78692.730000,LESSOR,"GATEWAY INDUSTRIES & ASSOCIATES","","2000 POWERS FERRY RD","STE 2-1","US",GA,30067-9480,"COBB","MARIETTA"
LGA30018,06-Aug-2012,07-Aug-1990,GA2022,113507.000000,98702.000000,0,21,2272791.720000,LESSOR,"DRA CRT CHAMBLEE CENTER LLC","DRA ADVISOR","220 E. 42ND STREET","","US",NY,10017-5654,"NEW YORK","NEW YORK-MANHATTAN"
LGA42034,28-Feb-2012,01-Mar-2002,GA2023,38384.000000,33377.000000,0,0,863105.750000,LESSOR,"DRA CRT CHAMBLEE CENTER LLC","DRA ADVISOR","P.O. BOX,405173","","US",GA,30384-0000,"COBB","ATLANTA"
LGA40035,29-Apr-2011,30-Apr-2001,GA2031,5400.000000,5265.000000,0,0,118020.050000,LESSOR,"HERITAGE PLACE,LLC","","3781 PRESIDENTIAL PARKWAY","SUITE 123","US",GA,30340-0000,"FULTON","ATLANTA"
LGA30103,30-Nov-2010,01-Dec-1990,GA2032,11763.000000,11176.000000,0,167,252430.460000,LESSOR,"HIGHWOODS REALTY LTD. PARTNERSHIP","","2200 CENTURY PARKWAY","SUITE 800","US",GA,30345-0000,"DE KALB","ATLANTA"
LGA47001,06-May-2017,07-May-2007,GA2032,49453.000000,43003.000000,0,167,1337567.910000,LESSOR,"HIGHWOODS REALTY LIMITED PARTNERSHI","","2200 CENTURY PARKWAY","","US",GA,30345-3118,"COBB","ATLANTA"
LGA44135,15-Sep-2015,15-Sep-2005,GA2034,3915.000000,3378.000000,0,16,83593.520000,LESSOR,"GWINNETT CENTER,LLC","","3098 PIEDMONT ROAD","SUITE 490","US",GA,30305-0000,"FULTON","ATLANTA"
LGA30282,30-Apr-2011,01-May-1991,GA2035,35228.000000,30633.000000,0,22,495082.920000,LESSOR,"GPT PROPERTIES LLC","","400 CENTRE STREET","","US",MA,02458-2094,"MIDDLESEX","NEWTON"
LGA47132,05-Jul-2020,06-Jul-2010,GA2042,15676.000000,13631.000000,0,14,324179.680000,LESSOR,"DP 2400 LAKE PARK,LLC","","14 CLIFFWOOD AVENUE","SUITE 200","US",NJ,07747-3932,"MONMOUTH","MATAWAN"
LGA42026,31-Dec-2011,01-Jan-2002,GA2042,21248.000000,18476.000000,0,0,392228.080000,LESSOR,"DP 2400 LAKE PARK,LLC","","14 CLIFFWOOD AVENUE","SUITE 200","US",NJ,07747-3932,"MONMOUTH","MATAWAN"
LGA42043,31-Jan-2012,01-Feb-2002,GA2043,13800.000000,12000.000000,0,0,116466.180000,LESSOR,"MELKANE,LLC","","150 MEADOWBROOK RD.","","US",GA,30606-4222,"CLARKE","ATHENS"
LGA42084,30-Nov-2012,01-Dec-2002,GA2044,10608.000000,10103.000000,0,40,150062.940000,LESSOR,"SPALDING WOODS OFFICE PARK ET AL","C/O WIEDMAYER + CO","3850 HOLCOMB BRIDGE RD","","US",GA,30092-5223,"GWINNETT","NORCROSS"
LGA43260,31-Aug-2013,01-Sep-2003,GA2046,4916.000000,4238.000000,0,0,83530.540000,LESSOR,"HOPEWELL INTERNATIONAL,INC.","MICHAEL CHO","2000 POWERS FERRY ROAD","","US",GA,30067-0000,"COBB","MARIETTA"
LGA36061,21-Feb-2011,22-Aug-1996,GA2046,4775.000000,4152.000000,0,0,96414.500000,LESSOR,"HOPEWELL INTERNATIONAL,INC","","2000 POWERS FERRY RD","SUITE 2-1","US",GA,30067-1401,"COBB","MARIETTA"
LGA37008,31-Jan-2011,01-Aug-1997,GA2046,6480.000000,5635.000000,0,30,147506.880000,LESSOR,"HOPEWELL INTERNATIONAL,INC","","2000 POWERS FERRY RD","SUITE 2-1","US",GA,30067-1401,"COBB","MARIETTA"
LGA43256,30-Sep-2013,01-Oct-2003,GA2051,1289.000000,1151.000000,2,1,24000.150000,LESSOR,"AUGUSTA CORPORATE CENTRE,LLC","BLANCHARD & CALHOUN COMMERCIAL","2743 PERIMETER PARKWAY","BLDG 100,SUITE 370","US",GA,30909-6429,"RICHMOND","AUGUSTA"
LGA46052,28-Feb-2012,01-Mar-2006,GA2052,7130.000000,6470.000000,25,0,131529.850000,LESSOR,"HIGHWOODS REALTY LIMITED PARTNERSHI","D/B/A  HIGHWOODS PROPERTIES","2200 CENTURY PARKWAY","","US",GA,30345-3118,"DE KALB","ATLANTA"
LGA43232,31-Aug-2014,01-Sep-2004,GA2052,44592.000000,40465.000000,0,160,926736.740000,LESSOR,"HIGHWOODS PROPERTIES,INC","","2200 CENTURY PARKWAY","","US",GA,30345-0000,"DE KALB","ATLANTA"
LGA30357,31-Jan-2012,01-Feb-1992,GA2052,121066.000000,105225.000000,0,148,2783467.420000,LESSOR,"HIGHWOODS REALTY LTD. PARTNERSIP","","2200 CENTURY PARKWAY","SUITE 800","US",GA,30345-0000,"DE KALB","ATLANTA"
LGA42160,31-Oct-2012,01-Nov-2002,GA2053,4957.000000,4310.000000,0,3,92932.840000,LESSOR,"BULL STREET ASSOCIATES","SUNTRUST BANK","P.O. BOX 8668","33 BULL STREET","US",GA,31412-0000,"CHATHAM","SAVANNAH"
LGA33147,22-Sep-2013,01-Jan-1994,GA2054,0.000000,0.000000,0,0,240.000000,LESSOR,"KEENAN DEVELOPMENT ASSOC.,","COLLEGE PARK BIDA","THE CITY OF COLLEGE PARK","P.O. BOX 11610","US",SC,29211-0000,"RICHLAND","COLUMBIA"
LGA30123,21-Sep-2013,22-Sep-1993,GA2054,253045.000000,217313.000000,0,1085,4288013.760000,LESSOR,"KEENAN DEV ASSOCS,COLLEGE PARK","BUS AND INDUSTRIAL AUTH,CITY OF","COLLEGE PARK","P.O. BOX 11610","US",SC,29211-0000,"RICHLAND","COLUMBIA"
LGA46110,30-Apr-2012,01-May-2007,GA2055,36900.000000,36900.000000,0,54,720384.890000,LESSOR,"PEACHTREE BUSINESS CENTER,L.P.","","2839 PACES FERRY ROAD","SUITE 880","US",GA,30339-0000,"DE KALB","ATLANTA"
LGA37048,13-Dec-2010,14-Dec-1997,GA2059,1000.000000,1000.000000,0,0,18133.040000,LESSOR,"777 GLOUCESTER,LLC","","777 GLOUCESTER ST","","US",GA,31520-7065,"GLYNN","BRUNSWICK"
LGA44155,14-May-2011,01-Dec-2004,GA2059,1033.000000,939.000000,0,0,19390.550000,LESSOR,"77 GLOUCESTER,LLC","REES SUMERFORD","777 GLOUCESTER ST.","P.O. BOX 190,SUITE 202","US",GA,31520-7065,"GLYNN","BRUNSWICK"
LGA47082,14-Nov-2017,15-Nov-2007,GA2059,1728.000000,1502.000000,0,1,33176.680000,LESSOR,"777 GLOUCESTER,LLC","","P.O. BOX 190","","US",GA,31521-7065,"GLYNN","BRUNSWICK"
LGA31041,27-May-2013,28-May-1993,GA2060,29957.000000,26050.000000,7,0,759993.190000,LESSOR,"COOPER CALLEN INVESTMENTS,LLC","DORIAN CALLEN,MANAGER","503 LAKE MARIAN LANE","","US",GA,31401-0000,"CHATHAM","SAVANNAH"
LGA41070,31-Dec-2013,01-Jan-2004,GA2062,17715.000000,15888.000000,0,118,375745.280000,LESSOR,"AJ&C GARFUNKEL","","400 MALL BOULEVARD","","US",GA,31406-0000,"CHATHAM","SAVANNAH"
LGA43057,30-Nov-2012,01-Dec-2002,GA2064,4606.000000,4195.000000,0,0,90981.180000,LESSOR,"400 MALL BOULEVARD ASSOCIATES","","P.O. BOX 9542","","US",GA,31412-0000,"CHATHAM","SAVANNAH"
LGA32062,31-Jan-2012,01-Feb-1992,GA2067,0.000000,0.000000,0,0,1.000000,LESSOR,"HIGHWOODS REALTY LTD.,PARTNERSHIP","","2200 CENTURY PARKWAY,SUITE 800","","US",GA,30345-0000,"DE KALB","ATLANTA"
LGA44073,08-Feb-2015,09-Feb-2005,GA2067,7410.000000,6500.000000,0,2,133510.200000,LESSOR,"HIGHWOODS REALTY LTD. PARTNERSHIP","","2200 CENTURY PARKWAY","SUITE 800","US",GA,30345-3118,"DE KALB","ATLANTA"
LGA42056,28-Feb-2012,01-Mar-2002,GA2071,4534.000000,3943.000000,0,0,108747.460000,LESSOR,"ALECTA REAL ESTATE ATLANTA,INC","SANDRA HODKOWSKI","235 PINE STREET,SUITE 1200","","US",CA,06831-3680,"SAN FRANCISCO","SAN FRANCISCO"
LGA31130,25-Apr-2013,26-Apr-1993,GA2073,201624.000000,176810.000000,0,6,2945269.290000,LESSOR,"GOV'T PROPERTIES INCOME TRUST LLC","","400 CENTRE STREET","","US",MA,02458-2094,"MIDDLESEX","NEWTON"
LGA43080,09-Jun-2013,10-Jun-2003,GA2076,8000.000000,7080.000000,0,10,123897.040000,LESSOR,"BRANCH BANKING & TRUST CO. (BB&T)","TENANT INCOME","2825 REYNOLDA ROAD","","US",NC,27106-0000,"FORSYTH","WINSTON SALEM"
LGA32151,31-Dec-2010,23-Dec-1992,GA2078,35330.000000,30722.000000,0,5,604197.410000,LESSOR,"DUKE REALTY LTD PARTNERSHIP","","3950 SHACKLEFORD ROAD","SUITE 300","US",GA,30096-1860,"GWINNETT","DULUTH"
LGA44137,31-Jul-2011,01-Aug-2004,GA2079,3981.000000,3462.000000,0,16,83029.000000,LESSOR,"HUB HIGHRIDGE,LLC","","400 CENTRE STREET","","US",MA,02458-0000,"MIDDLESEX","NEWTON"
LGA43198,27-Aug-2013,28-Aug-2003,GA2084,32773.000000,31477.000000,0,3,621789.870000,LESSOR,"COLDWELL BANKER/EBERHARDT AND BARRY","C/O HAL HARPER","P.O. BOX 6313","","US",GA,31208-0000,"BIBB","MACON"
LGA47146,30-Sep-2017,01-Oct-2007,GA2086,3093.000000,2690.000000,0,0,46828.210000,LESSOR,"JAMES M WILLIAMS REALTY CORPORATION","","2056 WEST PARK PLACE BLVD STE A","","US",GA,30087-3585,"DE KALB","STONE MOUNTAIN"
LGA42018,14-Aug-2013,15-Aug-2003,GA2089,3750.000000,3415.000000,0,1,66976.530000,LESSOR,"AJ&C GARFUNKEL","","400 MALL BLVD.","","US",GA,31406-0000,"CHATHAM","SAVANNAH"
LGA43131,31-Jul-2014,01-Aug-2004,GA2090,72688.000000,63208.000000,9,282,1341580.470000,LESSOR,"HIGHWOOD PROPERTIES","","2200 CENTURY PARKWAY","","US",GA,30345-0000,"DE KALB","ATLANTA"
LGA43234,30-Nov-2013,01-Dec-2003,GA2092,6875.000000,5979.000000,0,16,138463.830000,LESSOR,"AUGUSTA RIVERFRONT,LLC","","ONE 10TH STREET","","US",GA,30901-0100,"RICHMOND","AUGUSTA"
LGA33057,10-Oct-2016,11-Oct-1996,GA2099,57760.000000,51758.000000,0,180,1843680.290000,LESSOR,"H-M INVESTMENT ASSOCIATES,LLC","RALSTON B. VANZANT,II","P.O. BOX 11070","","US",SC,29211-0000,"RICHLAND","COLUMBIA"
LGA43177,31-May-2014,01-Jun-2004,GA2101,10260.000000,9993.000000,0,2,139673.120000,LESSOR,"WALNUT PROPERTIES","","P.O. BOX 6281","","US",GA,31208-0000,"BIBB","MACON"
LGA33016,30-Nov-2014,01-Dec-1994,GA2102,59668.000000,51885.000000,0,345,1144890.360000,LESSOR,"KEENAN DEVELOP ASSOC,","COLLEGE PARK BIDA","CITY OF COLLEGE PARK","P.O. BOX 11610","US",SC,29211-0000,"RICHLAND","COLUMBIA"
LGA33138,31-Oct-2014,01-Nov-1994,GA2107,226607.000000,202328.000000,0,44,3817505.000000,LESSOR,"DRA CRT CHAMBLEE CENTER LLC","DRA ADVISOR","220 E. 42ND STREET","","US",NY,10017-0000,"NEW YORK","NEW YORK-MANHATTAN"
LGA34046,08-Sep-2011,09-Sep-1994,GA2108,8669.000000,7224.000000,0,27,105193.340000,LESSOR,"FIRST STATES INVESTORS 5000A,LLC","","610 OLD YORK ROAD","SUITE 300","US",PA,19046-2865,"MONTGOMERY","JENKINTOWN"
LGA42138,20-Jan-2011,01-Oct-2002,GA2111,7246.000000,6470.000000,0,40,148883.390000,LESSOR,"AUGUSTA CORPORATE CENTRE,INC.","PAM BALDWIN","699 BROAD STREET","SUITE 400","US",GA,30901-0000,"RICHMOND","AUGUSTA"
LGA46042,31-Mar-2011,01-Apr-2006,GA2122,8023.000000,6498.000000,7,0,137730.690000,LESSOR,"ACP MARQUIS TWO,LLC","","225 PEACHTREE ST.,N.E.","SUITE 200","US",GA,30303-1701,"FULTON","ATLANTA"
LGA47086,16-Aug-2012,17-Dec-2007,GA2122,35800.000000,31560.000000,13,0,777730.880000,LESSOR,"ACP MARQUIS II LLC","F/B/O GREENWICH CAPITAL FINALCIAL","P.O. BOX 01-9988","","US",FL,33101-9988,"MIAMI-DADE","MIAMI"
LGA40156,01-Jan-2011,02-Jan-2001,GA2125,1002.000000,914.000000,0,0,14654.740000,LESSOR,"THE CORPORATE CENTER","","233 12TH STREET,SUITE 814","","US",GA,31901-2462,"MUSCOGEE","COLUMBUS"
LGA44069,30-May-2015,01-May-2005,GA2131,9683.000000,9683.000000,0,0,215115.680000,LESSOR,"HALPERN ENTERPRISES,INC.","","5269 BUFORD HWY","","US",GA,30340-0000,"FULTON","ATLANTA"
LGA46111,09-Apr-2012,10-Apr-2007,GA2135,68000.000000,59649.000000,0,274,1498305.810000,LESSOR,"DRA CRT CHAMBLEE CENTER,LLC","DRA ADVISORS,LLC","220 EAST 42ND STREET","","US",NY,10017-0000,"NEW YORK","NEW YORK-MANHATTAN"
LGA47075,31-May-2017,01-Jun-2007,GA2138,2300.000000,2234.000000,0,0,36335.320000,LESSOR,"DORMINEY ENTERPRISES","ED DORMINEY","820 LOVE AVENUE","SUITE A","US",GA,31793-0000,"TIFT","TIFTON"
LGA44093,31-Oct-2010,01-Nov-2004,GA2140,0.000000,0.000000,5,0,8100.000000,LESSOR,"LAZ/LA III,LLC","","15 LEWIS STREET","","US",CT,06103-2500,"HARTFORD","HARTFORD"
LGA37054,31-Jul-2012,01-Aug-1997,GA2146,881.000000,770.000000,0,0,9679.200000,LESSOR,"SMALL BUSINESS ASSISTANCE CORP.","","111 E. LIBERTY ST.","STE. 100","US",GA,31401-4497,"CHATHAM","SAVANNAH"
LGA38057,14-Nov-2014,15-Nov-1999,GA2149,9873.000000,8367.000000,0,12,144431.260000,LESSOR,"EMC INVESTMENTS,LLC.","MACK MAKEY","P.O. BOX 2815","","US",GA,31604-0000,"LOWNDES","VALDOSTA"
LGA38013,15-Jul-2011,16-Jan-2000,GA2150,5171.000000,5171.000000,0,0,107609.760000,LESSOR,"SOUTH 1 PROPERTIES,INC.","","109 SOUTH CIRCLE DR.","","US",GA,30401-4863,"EMANUEL","SWAINSBORO"
LGA50018,31-May-2012,18-Dec-2009,GA2152,2622.000000,2280.000000,0,0,41034.300000,LESSOR,"ACP PEACHTREE CENTER LLC","C/O EOLA CAPITAL,LLC","225 PEACHTREE STREET,SUITE 200","","US",GA,30303-1504,"COBB","ATLANTA"
LGA50001,17-Jan-2012,18-Jan-2010,GA2152,3386.000000,3386.000000,0,0,59255.000000,LESSOR,"ACP PEACHTREE CENTER LLC","C/O EOLA CAPITAL,LLC","225 PEACHTREE STREET,SUITE 200","","US",GA,30303-1504,"COBB","ATLANTA"
LGA46116,25-Aug-2016,26-Aug-2006,GA2152,5752.000000,4826.000000,4,0,84332.830000,LESSOR,"ACP PEACHTREE CENTER,LLC","C/O AMERICAS CAPITAL PARTNERS,LLC","225 PEACHTREE STREET","SUITE 200","US",GA,30303-1701,"FULTON","ATLANTA"
LGA50047,31-Mar-2020,01-Apr-2010,GA2152,8360.000000,7011.000000,0,3,130416.000000,LESSOR,"ACP PEACHTREE CENTER,LLC","","225 PEACHTREE STREET","SUITE 200","US",GA,30303-1504,"COBB","ATLANTA"
LGA47155,27-Feb-2019,28-Feb-2009,GA2152,11568.000000,9520.000000,3,0,194273.370000,LESSOR,"ACP- PEACHTREE CENTER LLC","","225 PEACHTREE STREET","SUITE 200","US",GA,30303-0000,"COBB","ATLANTA"
LGA46096,25-Aug-2016,26-Aug-2006,GA2152,15739.000000,13767.000000,1,0,343424.990000,LESSOR,"ACP PEACHTREE CENTER,LLC","C/O AMERICAS CAPITAL PARTNERS,LLC","225 PEACHTREE STREET","SUITE 200","US",GA,30303-1701,"FULTON","ATLANTA"
LGA38163,01-Oct-2012,01-Apr-1999,GA2152,24750.000000,21446.000000,4,0,532182.520000,LESSOR,"ACP PEACHTREE CENTER,LLC","ATTN:  GENERAL COUNSEL","225 PEACHTREE STREET,NE,STE 200","","US",GA,30303-1217,"FULTON","ATLANTA"
LGA40047,30-Nov-2010,26-Aug-2000,GA2152,27526.000000,23036.000000,0,0,548593.180000,LESSOR,"ACP PEACHTREE CENTER,LLC","","225 PEACHTREE STREET,","SUITE 200","US",GA,30303-0000,"FULTON","ATLANTA"
LGA36064,31-Jul-2012,16-Dec-1998,GA2153,17834.000000,15508.000000,0,0,329929.000000,LESSOR,"RS ATLANTA,LLC","","5871 GLENRIDGE DRIVE","SUITE 400","US",GA,30328-5343,"COBB","ATLANTA"
LGA38081,15-Feb-2011,16-Feb-1999,GA2154,44190.000000,39449.000000,0,0,894552.000000,LESSOR,"DRA CRT CHAMBLEE CENTER LLC","DRA ADVISOR","220 E. 42ND STREET","","US",NY,10017-0000,"NEW YORK","NEW YORK-MANHATTAN"
LGA38099,19-Mar-2019,20-Mar-1999,GA2155,123370.000000,104816.000000,24,0,2310734.430000,LESSOR,"LBUBS 2000-C3 MARIETTA ST LP","LNR PARTNERS,INC","1601 WASHINGTON AVE,SUITE 600","","US",FL,33139-3165,"MIAMI-DADE","MIAMI"
LGA37063,31-Oct-2011,01-Nov-1998,GA2156,17550.000000,15624.000000,0,0,474315.430000,LESSOR,"GWINNETT PRADO,L.P.","","1960 SATELLITE BLVD.","SUITE 1300","US",GA,30097-0000,"GWINNETT","DULUTH"
LGA37113,25-Oct-2011,26-Oct-1998,GA2157,39334.000000,38550.000000,1,0,647805.000000,LESSOR,"BANK BUILDING LP","","270 CARPENTER DRIVE","SUITE 200","US",GA,30328-0000,"FULTON","ATLANTA"
LGA38033,21-Jan-2012,22-Sep-1999,GA2170,15065.000000,14080.000000,34,0,310271.490000,LESSOR,"SAV,LLC","","420 4TH STREET","","US",NC,27101-2837,"FORSYTH","WINSTON SALEM"
LGA41021,02-Jan-2012,03-Jan-2002,GA2171,64500.000000,55109.000000,0,172,1682841.650000,LESSOR,"HRP NOM 2 L.P.","","400 CENTRE STREET","","US",MA,02458-2094,"MIDDLESEX","NEWTON"
LGA36092,30-Apr-2019,01-May-1999,GA2176,17199.000000,16343.000000,0,0,725365.850000,LESSOR,"HOUSTON TC INVESTORS,LP","TED COOPER","P.O. BOX 36007","","US",CA,95158-0000,"SANTA CLARA","SAN JOSE"
LGA39046,15-Aug-2011,16-Aug-1999,GA2180,25313.000000,25313.000000,0,0,480731.180000,LESSOR,"HIGHWOODS REALTY LIMITEDPARTNERSHIP","","2200 CENTURY PARKWAY","SUITE 800","US",GA,30345-3203,"DE KALB","ATLANTA"
LGA39021,31-Jan-2011,01-Feb-2000,GA2181,8479.000000,8343.000000,0,33,193660.360000,LESSOR,"DCR REAL ESTATE III SUB I,LLC","DIRECTED CAPITAL RESOURCES","333 THIRD AVENUE NORTH","","US",FL,33701-3899,"PINELLAS","ST PETERSBURG"
LGA39110,15-Aug-2011,16-Aug-1999,GA2184,22848.000000,22848.000000,0,10,177312.650000,LESSOR,"FIRST INDUSTRIAL,L.P.","","FIVE CONCOURSE PARKWAY","SUITE 2020","US",GA,30328-0000,"FULTON","ATLANTA"
LGA39113,31-Jul-2020,01-Aug-2000,GA2188,151252.000000,139789.000000,0,356,3552489.460000,LESSOR,"GOV'T PROPERTIES INCOME TRUST LLC","","400 CENTRE STREET","","US",MA,02458-2094,"MIDDLESEX","NEWTON"
LGA39047,31-May-2012,01-Jun-1999,GA2189,6328.000000,6328.000000,0,0,86602.340000,LESSOR,"A. GUINN VAUGHN","","218 WESTWOOD DR.","","US",GA,30240-2164,"TROUP","LA GRANGE"
LGA45049,31-Oct-2010,03-Nov-2004,GA2195,117.000000,117.000000,0,0,1545.960000,LESSOR,"THE VAULT COMPANY","DBA RECALL TOTAL INFORMATION MGMT","6111 LIVE OAK PARKWAY","","US",GA,30003-0000,"GWINNETT","NORCROSS"
LGA39157,03-Aug-2012,04-Aug-2000,GA2198,14206.000000,12724.000000,0,43,215160.250000,LESSOR,"JOHN E. LOTT","","401 MARY STREET","","US",GA,31501-0000,"WARE","WAYCROSS"
LGA40029,25-Aug-2017,26-Aug-2002,GA2210,4020.000000,3500.000000,0,16,86077.370000,LESSOR,"LEE STREET PROPERTIES","","P.O. BOX 97","","US",GA,30577-0000,"STEPHENS","TOCCOA"
LGA40031,28-Feb-2017,01-Mar-2002,GA2211,5398.000000,5000.000000,0,21,130801.440000,LESSOR,"LEE STREET PROPERTIES","","P.O. BOX 97","","US",GA,30577-0000,"STEPHENS","TOCCOA"
LGA40030,31-Mar-2016,01-Apr-2001,GA2212,4190.000000,4000.000000,0,16,97153.740000,LESSOR,"DCR REAL ESTATE III SUB I,LLC","","333 THIRD AVENUE NORTH","","US",FL,33701-3899,"PINELLAS","ST PETERSBURG"
LGA39036,30-Sep-2011,15-Sep-1999,GA2213,5854.000000,4919.000000,0,25,78721.570000,LESSOR,"SUNTRUST BANK","","303 PEACHTREE CENTER AVENUE,STE 670","","US",GA,30303-1295,"COBB","ATLANTA"
LGA40066,25-Mar-2011,26-Mar-2001,GA2213,6889.000000,6222.000000,0,5,82431.010000,LESSOR,"SUNTRUST BANK,WEST GA N.A.","","1246 FIRST AVE.","","US",GA,31901-0000,"MUSCOGEE","COLUMBUS"
LGA48084,03-Sep-2024,04-Sep-2009,GA2213,7893.000000,6132.000000,0,16,156833.910000,LESSOR,"SUNTRUST BANK","","303 PEACHTREE CENTER AVENUE","SUITE 670","US",GA,30303-1295,"COBB","ATLANTA"
LGA40014,31-Dec-2011,15-Dec-1999,GA2214,2835.000000,2835.000000,0,2,23197.580000,LESSOR,"CALVIN W. LANG","","P.O. BOX 388","","US",GA,31558-7308,"CAMDEN","ST MARYS"
LGA50063,31-Mar-2015,01-Apr-2010,GA2215,2428.000000,2149.000000,0,0,43428.440000,LESSOR,"GWINNETT CENTER,LLC","","3098 PIEDMONT RD. #490","","US",GA,30305-2637,"COBB","ATLANTA"
LGA40062,14-Jun-2011,15-Jun-2001,GA2221,21500.000000,18667.000000,0,70,298135.680000,LESSOR,"R. ELLIOTT CAUDELL","","P.O. BOX 97","","US",GA,30577-1400,"STEPHENS","TOCCOA"
LGA39098,09-May-2011,04-Mar-2000,GA2223,10901.000000,10482.000000,0,43,223135.090000,LESSOR,"THOR GALLERY AT SOUTH DEKALB,LLC","C/O THOR EQUITIES,LLC","139 FIFTH AVENUE","","US",NY,10010-0000,"BRONX","NEW YORK-BRONX"
